380967718,381066448,98730
382330989,382443477,112488
383949146,384064377,115231
385304621,385424635,120014
386704034,386831309,127275
388430417,388553400,122983
389862404,389989041,126637
391292784,391403836,111052
392726404,392824677,98273
394115574,394222002,106428
395495521,395601724,106203
396902695,397016707,114012
398270813,398389098,118285
399684735,399795618,110883
401048739,401146768,98029
402473269,402580925,107656
404085184,404194763,109579
405770353,405878765,108412
407316261,407422348,106087
408744734,408843483,98749
410141968,410245532,103564
411596598,411695417,98819
413142009,413246181,104172
414510870,414621998,111128
415945274,416042467,97193
417285481,417396263,110782
418706109,418808483,102374
420106028,420203465,97437
421516613,421627156,110543
423287325,423396543,109218
424672337,424791067,118730
425980108,426099599,119491
427413776,427516501,102725
428754977,428869387,114410
430147826,430246344,98518
431508391,431593862,85471
432948329,433045988,97659
434345804,434452543,106739
435766575,435873304,106729
437127520,437240046,112526
438679011,438793414,114403
440189476,440297256,107780
441560421,441658713,98292
442976480,443190865,214385
444444596,444533598,89002
446086714,446199849,113135
447643085,447755044,111959
448959676,449070769,111093
450382750,450483664,100914
451833693,451932525,98832
453402429,453519390,116961
454915660,455057699,142039
456524182,456639488,115306
457927506,458066097,138591
459363342,459460039,96697
460688915,460816158,127243
462084624,462182785,98161
463659912,463762149,102237
465001707,465110039,108332
466553954,466664424,110470
468099744,468198376,98632
469491782,469589587,97805
470827364,470926736,99372
473266469,473366585,100116
474984981,475127059,142078
476444939,476561946,117007
477847128,477962164,115036
479357416,479468988,111572
480709536,480824071,114535
482166605,482310513,143908
483742024,483847308,105284
485085937,485218137,132200
486579348,486683751,104403
487995384,488341494,346110
489879850,489983238,103388
491250794,491403730,152936
492745611,492849639,104028
494141178,494249647,108469
495599552,495699425,99873
496937045,497050422,113377
498328804,498431251,102447
499750681,499850023,99342
501090746,501195191,104445
502538267,502782783,244516
504308093,504401009,92916
506044620,506137335,92715
507719262,507812643,93381
509130873,509274992,144119
510561910,510660465,98555
512013680,512150143,136463
513543865,513660294,116429
514904756,515007678,102922
516320871,516433872,113001
517717371,517817348,99977
519274188,519358544,84356
520640250,520756409,116159
522211064,522345917,134853
523796055,523899643,103588
525174818,525279210,104392
526575682,526676549,100867
