91021091,91216484,195393
92840921,92974204,133283
94539160,94666854,127694
96196485,96348312,151827
97936234,98090090,153856
99934224,100917716,983492
102669799,103441505,771706
106382871,106595684,212813
108533972,108725392,191420
110569617,110706450,136833
112575791,112749173,173382
115009644,115495566,485922
117544085,117691156,147071
119627753,119775589,147836
121911946,122163022,251076
125089643,125291810,202167
127634255,127783012,148757
129996988,130170110,173122
132465275,132657822,192547
134814024,134956392,142368
136986018,137148173,162155
140209849,140361225,151376
142411538,143089217,677679
144975886,145207058,231172
147263780,147481640,217860
149396380,149604708,208328
151532609,151716116,183507
154266113,154437386,171273
157496820,157646927,150107
159592645,159778453,185808
161754344,161933968,179624
164450856,164587298,136442
166488363,166648916,160553
168322736,168436656,113920
170008912,170162246,153334
171730275,171898294,168019
173642933,173770136,127203
175507917,175640252,132335
177326534,177471485,144951
179076781,179325021,248240
180893642,181021029,127387
182621949,182760848,138899
184395745,184528828,133083
186061022,186190657,129635
187907660,188139437,231777
189831695,190037871,206176
191661187,191791883,130696
193503074,193672384,169310
195570535,195737578,167043
197574451,197751925,177474
199306214,199460400,154186
201037780,201212368,174588
202771908,202935778,163870
204637833,205041418,403585
206831386,207011877,180491
208581318,208739489,158171
210303977,210447754,143777
211943898,212081987,138089
213801942,213961927,159985
215523570,215665414,141844
217279859,217454232,174373
219037470,219197130,159660
220729528,220855667,126139
222714114,222865399,151285
224546290,224679712,133422
226208397,226336550,128153
228130571,228260568,129997
229918743,230069668,150925
231656291,231802577,146286
233700965,233837974,137009
235514035,235668923,154888
237447331,237598561,151230
239407433,239523202,115769
241117618,241265943,148325
242830770,243138858,308088
244746133,244881623,135490
246427736,246586681,158945
248206996,248390072,183076
250418017,250623927,205910
252693052,252914264,221212
254781435,254976140,194705
256915194,257051118,135924
258597305,258744088,146783
260453889,260610245,156356
262369505,262544652,175147
264175801,264333027,157226
265830889,265964197,133308
267523394,267667575,144181
269231923,269364516,132593
270902128,271033680,131552
273032672,273177203,144531
274830326,274959215,128889
276654659,276863428,208769
278410019,278572544,162525
280135393,280290197,154804
281845272,281998309,153037
283692529,283832160,139631
285437257,285605346,168089
287395770,287551704,155934
289240050,289412135,172085
