859771856,860002518,230662
42042736,42276634,233898
312162117,312396980,234863
483109605,483273279,163674
793535182,793807559,272377
126420235,126623255,203020
603952887,604155858,202971
974314338,974981296,666958
337776204,337976556,200352
598292756,598440237,147481
760416174,760601611,185437
826758180,826939510,181330
977203882,977388701,184819
233003865,233216593,212728
392803672,393043072,239400
464646767,464840632,193865
537213324,537565658,352334
680196231,680353077,156846
30270440,30484739,214299
520646185,520954683,308498
585787596,585961827,174231
757427910,757626740,198830
898762389,898961323,198934
969886574,970083094,196520
33764239,33958892,194653
95642871,95817646,174775
156570104,156768903,198799
307382612,307579511,196899
385439718,385607765,168047
447508921,447700319,191398
511313976,511515070,201094
576246698,576428655,181957
646605584,647386307,780723
803775130,804002555,227425
867608306,867770710,162404
16317271,17654347,1337076
98726797,98922872,196075
159693267,159897988,204721
221818594,221986756,168162
284020795,284195937,175142
361870303,362048065,177762
819338424,819564765,226341
893600528,893882844,282316
957319668,957525128,205460
20326140,20491927,165787
82840200,83026114,185914
151258129,151432772,174643
215129019,215318527,189508
280068197,280293460,225263
409456431,409639651,183220
654965356,655220049,254693
906163756,906494636,330880
135572220,135810358,238138
210356325,210565900,209575
273440205,273696916,256711
341995991,342199052,203061
407312478,407557753,245275
473669084,473875867,206783
620210823,620384741,173918
875512678,875717171,204493
143450794,143650689,199895
212865454,213027993,162539
275020453,275199009,178556
405020891,405184141,163250
484133922,484287829,153907
874155937,874353136,197199
43233125,43465893,232768
107525975,107732269,206294
177463505,177685689,222184
240520244,240697769,177525
303379833,303624103,244270
365873024,366076331,203307
428726674,428924678,198004
490923589,491188730,265141
553641154,553871362,230208
615912858,616083145,170287
692657434,692843693,186259
761406365,761584579,178214
987573363,987735833,162470
237520844,238854949,1334105
602361455,602587607,226152
796221596,796448057,226461
303500766,303726934,226168
58858095,59087566,229471
122923800,123146025,222225
414009738,414228261,218523
477963665,478140494,176829
596297614,596635186,337572
674785438,675028271,242833
746348162,746556309,208147
817283208,817505113,221905
