399899584,399921771,22187
458143075,458164167,21092
514426730,514459419,32689
570648816,570670517,21701
626425877,626488290,62413
685464674,685498199,33525
742038091,742058068,19977
810249271,810270553,21282
868323769,868362872,39103
928647781,928717448,69667
988527679,988548549,20870
45368897,45392199,23302
109680885,109713539,32654
174608241,174648535,40294
231519882,231597416,77534
288328252,288385487,57235
345079824,345112120,32296
400966568,401021744,55176
457267872,457288549,20677
511846163,511872181,26018
574182692,574215904,33212
631859286,631878698,19412
688495969,688516342,20373
746128620,746162497,33877
803110712,803148963,38251
872152449,872173621,21172
933670836,933733693,62857
992372810,992406763,33953
49298594,49319298,20704
107766910,107843447,76537
175469693,175508016,38323
239760421,239793346,32925
297405697,297427780,22083
354991220,355023554,32334
411467747,411496174,28427
468053526,468074022,20496
523698943,523785458,86515
581511759,581534291,22532
640638847,640719075,80228
698380269,698401596,21327
759996252,760018113,21861
818990282,819020028,29746
878617147,878664511,47364
947767711,947789940,22229
4561776,4654230,92454
62071441,62171784,100343
120165946,120251271,85325
179411076,179430853,19777
241728673,241768073,39400
305546618,305568654,22036
369912210,369932670,20460
426635015,426686842,51827
486181915,486216932,35017
542961510,542985351,23841
601277302,601298788,21486
659351970,659384921,32951
718305520,718338223,32703
776875226,776905044,29818
836746926,836835416,88490
897471210,897494682,23472
970267606,970313812,46206
37044093,37069891,25798
94902392,94933712,31320
153500135,153527100,26965
213441765,213472482,30717
270908435,270927599,19164
342603812,342766028,162216
400148322,400168596,20274
458809753,458921977,112224
515601001,515631587,30586
578999047,579061116,62069
636143003,636171249,28246
694866892,694912908,46016
752962649,752985534,22885
811441358,811465764,24406
869851467,869872552,21085
931840098,931885129,45031
998013199,998043813,30614
68857363,68891097,33734
130529128,130582406,53278
192286940,192317162,30222
251574965,251712507,137542
368933251,368993539,60288
434527761,434572475,44714
492692707,492719605,26898
549983503,550011498,27995
608139842,608171774,31932
666968981,667011368,42387
729139043,729229230,90187
793622676,793664040,41364
853986946,854025476,38530
915667648,915710600,42952
975840461,975874093,33632
34142827,34177059,34232
97052906,97085078,32172
169515080,169549480,34400
228128511,228149348,20837
289247877,289270494,22617
354377446,354410851,33405
416463439,416499051,35612
